No,Booking_ID,adult_and_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,lead_time(1),avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan(1)
5407,INN19680,"1,0",0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,188,130.0,0,Canceled,Meal Plan 1
5408,INN19693,"2,0",0,1,Meal Plan 1,0,Room_Type 4,13,2018,1,16,Online,0,0,0,13,97.0,1,Not_Canceled,Meal Plan 1
5409,INN19695,"2,0",2,0,Meal Plan 1,0,Room_Type 1,223,2017,10,4,Online,0,0,0,223,89.25,2,Not_Canceled,Meal Plan 1
5410,INN19702,"2,0",1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,159,70.0,1,Not_Canceled,Meal Plan 1
5411,INN19703,"2,0",0,4,Meal Plan 1,0,Room_Type 4,77,2018,7,26,Online,0,0,0,77,118.8,1,Not_Canceled,Meal Plan 1
5412,INN19707,"2,0",0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,100,140.0,1,Not_Canceled,Meal Plan 2
5413,INN19714,"2,0",0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,88,117.0,1,Not_Canceled,Meal Plan 2
5414,INN19716,"1,0",1,0,Meal Plan 1,0,Room_Type 1,0,2018,11,28,Corporate,0,0,0,0,84.0,0,Not_Canceled,Meal Plan 1
5415,INN19717,"2,0",0,3,Meal Plan 1,0,Room_Type 1,3,2018,3,2,Online,0,0,0,3,79.77,1,Not_Canceled,Meal Plan 1
5416,INN19718,"2,0",2,2,Meal Plan 1,0,Room_Type 1,16,2018,12,3,Online,0,0,0,16,89.89,1,Not_Canceled,Meal Plan 1
5417,INN19721,"2,0",0,1,Meal Plan 1,0,Room_Type 1,31,2018,5,21,Offline,0,0,0,31,78.0,3,Not_Canceled,Meal Plan 1
5418,INN19723,"2,0",2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,146,95.0,0,Canceled,Meal Plan 1
5419,INN19725,"2,0",0,2,Meal Plan 1,0,Room_Type 1,139,2018,8,26,Online,0,0,0,139,96.3,0,Canceled,Meal Plan 1
5420,INN19727,"2,0",0,4,Not Selected,0,Room_Type 1,178,2018,8,10,Online,0,0,0,178,89.25,0,Canceled,Not Selected
5421,INN19730,"2,0",1,1,Meal Plan 1,0,Room_Type 1,97,2018,5,16,Offline,0,0,0,97,80.75,0,Not_Canceled,Meal Plan 1
5422,INN19733,"2,0",2,2,Meal Plan 1,0,Room_Type 1,76,2018,3,18,Online,0,0,0,76,82.45,0,Not_Canceled,Meal Plan 1
5423,INN19739,"3,0",0,1,Meal Plan 1,0,Room_Type 4,6,2018,4,15,Online,0,0,0,6,167.0,1,Not_Canceled,Meal Plan 1
5424,INN19747,"2,0",1,1,Meal Plan 1,0,Room_Type 1,25,2018,1,9,Offline,0,0,0,25,70.0,0,Not_Canceled,Meal Plan 1
5425,INN19748,"1,0",1,1,Meal Plan 2,0,Room_Type 1,88,2017,10,5,Offline,0,0,0,88,90.6,0,Not_Canceled,Meal Plan 2
5426,INN19750,"2,0",1,4,Meal Plan 1,0,Room_Type 1,148,2018,8,22,Online,0,0,0,148,96.3,0,Canceled,Meal Plan 1
5427,INN19758,"2,0",1,1,Meal Plan 1,0,Room_Type 4,14,2017,10,26,Online,0,0,0,14,136.0,2,Not_Canceled,Meal Plan 1
5428,INN19759,"2,0",0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,346,115.0,1,Canceled,Meal Plan 2
5429,INN19760,"2,0",0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,19,90.0,0,Not_Canceled,Meal Plan 1
5430,INN19761,"2,0",0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,104,75.0,0,Not_Canceled,Meal Plan 1
5431,INN19771,"2,0",2,5,Meal Plan 1,0,Room_Type 4,166,2018,6,16,Online,0,0,0,166,117.18,0,Canceled,Meal Plan 1
5432,INN19774,"2,0",2,0,Meal Plan 1,0,Room_Type 1,36,2018,6,26,Online,0,0,0,36,94.35,0,Canceled,Meal Plan 1
5433,INN19778,"2,0",2,0,Meal Plan 1,0,Room_Type 1,30,2017,9,13,Online,0,0,0,30,94.5,1,Not_Canceled,Meal Plan 1
5434,INN19779,"1,0",1,1,Not Selected,0,Room_Type 1,3,2018,12,5,Online,0,0,0,3,88.0,0,Not_Canceled,Not Selected
5435,INN19780,"3,0",0,3,Meal Plan 1,0,Room_Type 4,8,2018,2,10,Online,1,11,22,8,92.67,2,Not_Canceled,Meal Plan 1
5436,INN19781,"1,0",0,2,Meal Plan 1,0,Room_Type 1,33,2017,9,15,Online,0,0,0,33,85.5,2,Not_Canceled,Meal Plan 1
5437,INN19782,"2,0",2,3,Not Selected,0,Room_Type 1,105,2018,6,26,Online,0,0,0,105,90.95,0,Not_Canceled,Not Selected
5438,INN19783,"2,0",1,0,Not Selected,0,Room_Type 1,1,2018,6,27,Online,0,0,0,1,127.0,1,Not_Canceled,Not Selected
5439,INN19791,"2,0",0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,211,100.0,0,Canceled,Meal Plan 1
5440,INN19792,"1,0",1,1,Meal Plan 1,0,Room_Type 1,26,2017,9,5,Online,0,0,0,26,95.0,2,Not_Canceled,Meal Plan 1
5441,INN19794,"1,0",2,1,Meal Plan 1,0,Room_Type 1,66,2018,4,2,Online,0,0,0,66,89.1,0,Canceled,Meal Plan 1
5442,INN19795,"2,0",2,1,Meal Plan 1,0,Room_Type 4,177,2018,10,29,Online,0,0,0,177,104.4,2,Canceled,Meal Plan 1
5443,INN19798,"2,0",0,3,Meal Plan 1,0,Room_Type 5,1,2018,5,5,Offline,0,0,0,1,119.0,0,Not_Canceled,Meal Plan 1
5444,INN19807,"1,0",0,2,Meal Plan 1,0,Room_Type 1,37,2017,9,16,Online,0,0,0,37,85.5,0,Not_Canceled,Meal Plan 1
5445,INN19812,"2,0",2,6,Not Selected,0,Room_Type 1,69,2018,9,1,Online,0,0,0,69,123.98,0,Canceled,Not Selected
5446,INN19817,"2,0",1,2,Not Selected,0,Room_Type 1,40,2018,11,18,Online,0,0,0,40,67.76,1,Not_Canceled,Not Selected
5447,INN19820,"2,0",2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,124,94.5,0,Not_Canceled,Meal Plan 2
5448,INN19821,"2,0",1,2,Meal Plan 1,0,Room_Type 1,169,2018,8,12,Online,0,0,0,169,105.3,1,Canceled,Meal Plan 1
5449,INN19831,"2,1",1,3,Meal Plan 1,0,Room_Type 1,4,2018,11,17,Online,0,0,0,4,109.23,3,Not_Canceled,Meal Plan 1
5450,INN19836,"2,0",0,3,Meal Plan 1,0,Room_Type 1,42,2018,9,28,Offline,0,0,0,42,95.0,0,Not_Canceled,Meal Plan 1
5451,INN19839,"2,0",2,5,Meal Plan 1,0,Room_Type 4,181,2018,8,4,Online,0,0,0,181,112.2,1,Canceled,Meal Plan 1
5452,INN19842,"2,2",2,5,Meal Plan 1,0,Room_Type 6,77,2018,3,22,Online,0,0,0,77,111.72,1,Not_Canceled,Meal Plan 1
5453,INN19847,"2,1",2,1,Not Selected,0,Room_Type 1,45,2018,7,2,Online,0,0,0,45,124.6,1,Canceled,Not Selected
5454,INN19850,"2,0",0,2,Not Selected,0,Room_Type 1,11,2018,5,31,Online,0,0,0,11,119.0,1,Canceled,Not Selected
5455,INN19851,"2,0",1,3,Meal Plan 1,0,Room_Type 4,29,2018,11,14,Online,0,0,0,29,96.9,0,Not_Canceled,Meal Plan 1
5456,INN19853,"2,0",1,3,Meal Plan 1,0,Room_Type 1,130,2018,5,12,Online,0,0,0,130,104.55,0,Canceled,Meal Plan 1
5457,INN19856,"2,0",2,1,Not Selected,0,Room_Type 1,17,2018,3,5,Online,0,0,0,17,84.33,2,Not_Canceled,Not Selected
5458,INN19861,"2,1",2,2,Meal Plan 1,0,Room_Type 1,131,2018,7,10,Online,0,0,0,131,136.5,2,Not_Canceled,Meal Plan 1
5459,INN19862,"2,0",1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,418,75.0,0,Canceled,Meal Plan 1
5460,INN19864,"2,0",0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,265,115.0,1,Canceled,Meal Plan 2
5461,INN19866,"3,0",2,3,Meal Plan 1,0,Room_Type 4,14,2018,5,8,Online,0,0,0,14,159.0,0,Canceled,Meal Plan 1
5462,INN19868,"2,0",0,1,Meal Plan 1,0,Room_Type 2,66,2018,8,4,Online,0,0,0,66,127.38,1,Not_Canceled,Meal Plan 1
5463,INN19872,"2,0",1,2,Not Selected,0,Room_Type 1,11,2018,11,14,Online,0,0,0,11,65.1,1,Not_Canceled,Not Selected
5464,INN19874,"2,0",0,1,Not Selected,0,Room_Type 1,38,2018,7,2,Online,0,0,0,38,107.1,1,Not_Canceled,Not Selected
5465,INN19879,"2,0",2,3,Meal Plan 1,0,Room_Type 1,84,2018,4,14,Online,0,0,0,84,90.95,0,Not_Canceled,Meal Plan 1
5466,INN19880,"1,0",0,1,Meal Plan 1,0,Room_Type 1,6,2018,12,8,Corporate,1,5,55,6,67.0,2,Not_Canceled,Meal Plan 1
5467,INN19881,"3,0",1,4,Meal Plan 1,0,Room_Type 4,200,2018,10,3,Offline,0,0,0,200,115.6,4,Not_Canceled,Meal Plan 1
5468,INN19884,"2,0",2,1,Not Selected,0,Room_Type 1,97,2018,10,30,Online,0,0,0,97,79.8,1,Canceled,Not Selected
5469,INN19887,"1,0",1,0,Not Selected,0,Room_Type 1,0,2018,5,16,Online,0,0,0,0,65.14,0,Not_Canceled,Not Selected
5470,INN19888,"2,0",0,3,Meal Plan 1,0,Room_Type 1,72,2018,8,16,Online,0,0,0,72,135.9,0,Canceled,Meal Plan 1
5471,INN19895,"1,0",2,3,Not Selected,0,Room_Type 1,12,2018,1,16,Online,0,0,0,12,47.92,0,Not_Canceled,Not Selected
5472,INN19896,"2,0",1,3,Meal Plan 1,0,Room_Type 1,170,2018,7,18,Online,0,0,0,170,95.2,1,Canceled,Meal Plan 1
5473,INN19898,"2,0",2,2,Meal Plan 1,0,Room_Type 4,57,2018,9,4,Online,0,0,0,57,117.45,2,Not_Canceled,Meal Plan 1
5474,INN19904,"2,0",0,3,Meal Plan 1,0,Room_Type 6,40,2018,9,20,Online,0,0,0,40,207.9,2,Not_Canceled,Meal Plan 1
5475,INN19908,"1,0",1,2,Meal Plan 1,0,Room_Type 1,41,2018,2,19,Online,0,0,0,41,76.9,0,Not_Canceled,Meal Plan 1
5476,INN19912,"2,2",2,1,Meal Plan 1,0,Room_Type 6,98,2018,10,30,Online,0,0,0,98,156.6,1,Not_Canceled,Meal Plan 1
5477,INN19915,"2,0",1,2,Meal Plan 1,0,Room_Type 4,19,2018,8,26,Online,0,0,0,19,162.0,2,Not_Canceled,Meal Plan 1
5478,INN19919,"1,0",0,1,Meal Plan 1,0,Room_Type 1,2,2018,10,13,Offline,0,0,0,2,109.65,0,Not_Canceled,Meal Plan 1
5479,INN19920,"1,0",2,1,Meal Plan 1,0,Room_Type 1,81,2018,4,3,Online,0,0,0,81,76.5,1,Not_Canceled,Meal Plan 1
5480,INN19921,"2,0",0,2,Meal Plan 1,0,Room_Type 4,22,2018,12,14,Online,1,0,1,22,114.0,1,Not_Canceled,Meal Plan 1
5481,INN19929,"1,0",5,10,Not Selected,0,Room_Type 1,31,2018,12,4,Online,0,0,0,31,66.29,1,Canceled,Not Selected
5482,INN19939,"2,0",0,3,Meal Plan 1,0,Room_Type 1,297,2018,12,29,Online,0,0,0,297,90.3,1,Not_Canceled,Meal Plan 1
5483,INN19945,"2,0",1,1,Not Selected,0,Room_Type 1,120,2018,7,18,Online,0,0,0,120,94.5,0,Not_Canceled,Not Selected
5484,INN19950,"1,0",1,3,Meal Plan 1,0,Room_Type 4,103,2018,5,5,Online,0,0,0,103,95.88,1,Not_Canceled,Meal Plan 1
5485,INN19957,"1,0",2,5,Meal Plan 1,0,Room_Type 1,20,2017,11,11,Online,0,0,0,20,68.85,1,Not_Canceled,Meal Plan 1
5486,INN19960,"1,0",2,0,Meal Plan 1,0,Room_Type 1,42,2018,3,27,Online,0,0,0,42,103.5,0,Canceled,Meal Plan 1
5487,INN19962,"2,0",2,2,Meal Plan 1,0,Room_Type 1,24,2018,9,10,Offline,0,0,0,24,109.0,1,Not_Canceled,Meal Plan 1
5488,INN19963,"2,2",2,1,Meal Plan 1,0,Room_Type 6,16,2017,9,5,Online,0,0,0,16,165.0,3,Not_Canceled,Meal Plan 1
5489,INN19965,"2,0",2,2,Meal Plan 1,1,Room_Type 4,62,2018,7,24,Online,0,0,0,62,118.8,1,Not_Canceled,Meal Plan 1
5490,INN19968,"1,0",2,3,Meal Plan 1,0,Room_Type 1,24,2018,5,8,Corporate,0,0,0,24,95.0,1,Not_Canceled,Meal Plan 1
5491,INN19970,"2,0",0,2,Meal Plan 1,0,Room_Type 1,14,2018,7,21,Corporate,0,0,0,14,105.0,0,Not_Canceled,Meal Plan 1
5492,INN19972,"2,1",1,2,Meal Plan 1,0,Room_Type 1,149,2018,8,12,Online,0,0,0,149,130.5,0,Canceled,Meal Plan 1
5493,INN19976,"3,0",0,2,Meal Plan 1,0,Room_Type 1,239,2018,10,28,Online,0,0,0,239,128.7,0,Canceled,Meal Plan 1
5494,INN19977,"1,0",1,0,Not Selected,0,Room_Type 1,6,2018,12,12,Online,0,0,0,6,88.0,1,Not_Canceled,Not Selected
5495,INN19978,"1,0",0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,37,95.0,0,Not_Canceled,Meal Plan 1
5496,INN19980,"3,0",0,4,Meal Plan 1,0,Room_Type 1,15,2017,10,20,Online,0,0,0,15,111.6,1,Not_Canceled,Meal Plan 1
5497,INN19989,"2,0",1,2,Not Selected,0,Room_Type 1,64,2018,3,11,Online,0,0,0,64,51.97,1,Not_Canceled,Not Selected
5498,INN19994,"2,0",1,1,Meal Plan 1,0,Room_Type 2,3,2017,12,21,Offline,0,0,0,3,37.5,1,Not_Canceled,Meal Plan 1
5499,INN19998,"2,0",2,3,Meal Plan 1,0,Room_Type 1,7,2018,11,27,Online,0,0,0,7,89.59,1,Not_Canceled,Meal Plan 1
5500,INN20002,"2,0",1,1,Meal Plan 1,0,Room_Type 2,19,2017,12,26,Online,0,0,0,19,86.75,1,Not_Canceled,Meal Plan 1
5501,INN20008,"2,0",0,4,Meal Plan 1,0,Room_Type 1,16,2017,9,9,Online,0,0,0,16,116.75,3,Not_Canceled,Meal Plan 1
5502,INN20011,"2,1",0,3,Meal Plan 2,0,Room_Type 1,79,2018,6,29,Online,0,0,0,79,173.25,1,Not_Canceled,Meal Plan 2
5503,INN20012,"2,0",0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,346,115.0,1,Canceled,Meal Plan 2
5504,INN20017,"1,0",2,1,Meal Plan 1,0,Room_Type 1,163,2018,10,15,Offline,0,0,0,163,115.0,0,Canceled,Meal Plan 1
5505,INN20018,"1,0",2,2,Meal Plan 1,0,Room_Type 1,56,2018,3,12,Online,0,0,0,56,63.75,0,Canceled,Meal Plan 1
5506,INN20022,"1,0",1,0,Meal Plan 1,0,Room_Type 1,49,2018,5,9,Online,0,0,0,49,121.5,1,Not_Canceled,Meal Plan 1
5507,INN20026,"2,0",2,5,Meal Plan 1,0,Room_Type 1,46,2018,10,31,Offline,0,0,0,46,112.0,0,Not_Canceled,Meal Plan 1
5508,INN20032,"2,0",1,3,Meal Plan 1,0,Room_Type 1,33,2018,2,8,Online,0,0,0,33,80.3,1,Not_Canceled,Meal Plan 1
5509,INN20033,"2,0",0,4,Meal Plan 1,0,Room_Type 1,36,2018,8,30,Online,0,0,0,36,109.8,0,Canceled,Meal Plan 1
5510,INN20036,"2,0",0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,27,Online,0,0,0,0,90.9,1,Not_Canceled,Meal Plan 1
5511,INN20047,"2,0",2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,96,94.5,0,Canceled,Meal Plan 2
5512,INN20049,"1,0",0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,28,130.0,0,Not_Canceled,Meal Plan 1
5513,INN20052,"2,2",2,5,Meal Plan 1,0,Room_Type 6,136,2018,5,7,Online,0,0,0,136,170.36,0,Canceled,Meal Plan 1
5514,INN20053,"3,0",0,4,Meal Plan 1,0,Room_Type 4,87,2018,7,27,Online,0,0,0,87,139.95,1,Not_Canceled,Meal Plan 1
5515,INN20060,"2,0",2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,134,65.0,0,Not_Canceled,Meal Plan 1
5516,INN20065,"2,0",1,2,Meal Plan 1,0,Room_Type 4,57,2018,9,16,Offline,0,0,0,57,90.95,0,Not_Canceled,Meal Plan 1
5517,INN20079,"2,0",0,2,Meal Plan 1,0,Room_Type 1,57,2018,11,18,Online,0,0,0,57,93.6,1,Canceled,Meal Plan 1
5518,INN20082,"2,0",2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Online,0,0,0,81,88.83,1,Canceled,Meal Plan 1
5519,INN20088,"2,0",2,3,Meal Plan 1,0,Room_Type 1,29,2018,7,16,Online,0,0,0,29,131.72,2,Not_Canceled,Meal Plan 1
5520,INN20095,"3,0",0,3,Meal Plan 1,0,Room_Type 4,94,2018,7,14,Online,0,0,0,94,137.7,0,Canceled,Meal Plan 1
5521,INN20096,"1,0",0,1,Meal Plan 2,0,Room_Type 1,48,2017,9,11,Offline,0,0,0,48,80.0,0,Not_Canceled,Meal Plan 2
5522,INN20101,"3,0",2,2,Meal Plan 1,0,Room_Type 4,69,2018,7,16,Online,0,0,0,69,139.5,3,Not_Canceled,Meal Plan 1
5523,INN20108,"2,0",0,5,Not Selected,0,Room_Type 1,6,2018,3,22,Online,0,0,0,6,88.92,0,Not_Canceled,Not Selected
5524,INN20113,"2,0",0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,245,75.0,0,Canceled,Meal Plan 1
5525,INN20114,"2,0",0,2,Meal Plan 1,0,Room_Type 1,48,2018,11,4,Online,0,0,0,48,97.2,2,Not_Canceled,Meal Plan 1
5526,INN20122,"2,0",2,4,Not Selected,0,Room_Type 1,207,2018,7,28,Online,0,0,0,207,80.75,0,Canceled,Not Selected
5527,INN20125,"1,0",0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,166,110.0,0,Canceled,Meal Plan 1
5528,INN20129,"2,0",2,2,Not Selected,0,Room_Type 1,52,2018,10,23,Offline,0,0,0,52,76.5,0,Not_Canceled,Not Selected
5529,INN20132,"2,0",2,2,Meal Plan 1,0,Room_Type 1,231,2018,8,21,Online,0,0,0,231,90.95,1,Not_Canceled,Meal Plan 1
5530,INN20133,"2,0",0,1,Meal Plan 1,1,Room_Type 1,1,2018,1,15,Online,0,0,0,1,98.3,1,Not_Canceled,Meal Plan 1
5531,INN20136,"2,0",0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,37,105.0,0,Not_Canceled,Meal Plan 1
5532,INN20137,"2,1",0,1,Meal Plan 1,0,Room_Type 1,99,2018,7,21,Online,0,0,0,99,130.5,0,Canceled,Meal Plan 1
5533,INN20138,"1,0",1,2,Meal Plan 1,0,Room_Type 1,63,2018,5,16,Corporate,0,0,0,63,130.0,0,Not_Canceled,Meal Plan 1
5534,INN20139,"2,0",0,3,Meal Plan 1,0,Room_Type 4,67,2018,5,31,Online,0,0,0,67,140.4,1,Not_Canceled,Meal Plan 1
5535,INN20142,"1,0",2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,269,70.0,0,Not_Canceled,Meal Plan 1
5536,INN20143,"1,0",0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,27,Complementary,0,0,0,2,0.0,0,Not_Canceled,Meal Plan 1
5537,INN20144,"2,0",0,2,Meal Plan 1,0,Room_Type 1,17,2018,12,30,Online,0,0,0,17,138.0,2,Not_Canceled,Meal Plan 1
5538,INN20150,"1,0",1,0,Meal Plan 1,0,Room_Type 1,12,2018,9,11,Offline,0,0,0,12,85.0,1,Not_Canceled,Meal Plan 1
5539,INN20151,"2,0",1,2,Meal Plan 1,0,Room_Type 1,29,2018,12,23,Online,0,0,0,29,104.0,0,Not_Canceled,Meal Plan 1
5540,INN20153,"2,0",0,2,Meal Plan 1,0,Room_Type 4,32,2018,9,15,Online,0,0,0,32,149.4,2,Not_Canceled,Meal Plan 1
5541,INN20156,"3,0",2,2,Meal Plan 1,0,Room_Type 1,26,2018,3,26,Online,0,0,0,26,172.0,2,Not_Canceled,Meal Plan 1
5542,INN20159,"2,0",2,0,Meal Plan 1,0,Room_Type 1,129,2018,5,22,Online,0,0,0,129,105.3,2,Not_Canceled,Meal Plan 1
5543,INN20162,"2,0",2,2,Meal Plan 1,0,Room_Type 1,15,2017,12,19,Offline,0,0,0,15,58.0,0,Not_Canceled,Meal Plan 1
5544,INN20163,"2,2",2,1,Meal Plan 1,0,Room_Type 6,107,2018,12,3,Online,0,0,0,107,156.6,1,Canceled,Meal Plan 1
5545,INN20164,"2,0",0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,80,136.0,0,Not_Canceled,Meal Plan 2
5546,INN20167,"2,0",0,2,Meal Plan 1,1,Room_Type 1,146,2018,6,3,Online,0,0,0,146,115.2,0,Not_Canceled,Meal Plan 1
5547,INN20169,"2,0",0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,102,101.5,0,Canceled,Meal Plan 2
5548,INN20173,"2,0",0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,322,52.0,0,Not_Canceled,Meal Plan 1
5549,INN20182,"1,0",1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,247,93.0,0,Not_Canceled,Meal Plan 2
5550,INN20184,"2,0",0,1,Not Selected,0,Room_Type 1,15,2018,7,20,Online,0,0,0,15,89.0,0,Canceled,Not Selected
5551,INN20189,"3,0",1,0,Meal Plan 1,0,Room_Type 1,28,2018,3,27,Online,0,0,0,28,167.0,0,Canceled,Meal Plan 1
5552,INN20193,"1,0",0,1,Meal Plan 1,0,Room_Type 1,6,2018,5,18,Corporate,1,2,5,6,65.0,0,Not_Canceled,Meal Plan 1
5553,INN20197,"1,0",0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,47,99.9,0,Canceled,Meal Plan 1
5554,INN20200,"1,0",0,1,Not Selected,0,Room_Type 1,10,2018,4,14,Online,0,0,0,10,98.1,0,Not_Canceled,Not Selected
5555,INN20206,"2,0",1,0,Meal Plan 1,0,Room_Type 1,5,2018,9,26,Corporate,0,0,0,5,84.0,0,Not_Canceled,Meal Plan 1
5556,INN20208,"2,0",2,2,Meal Plan 1,0,Room_Type 1,5,2018,4,24,Online,0,0,0,5,123.5,0,Not_Canceled,Meal Plan 1
5557,INN20209,"1,0",2,1,Meal Plan 1,0,Room_Type 1,40,2018,3,13,Corporate,1,0,1,40,67.0,0,Not_Canceled,Meal Plan 1
5558,INN20211,"2,0",0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,56,82.0,0,Not_Canceled,Meal Plan 2
5559,INN20217,"2,0",1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,280,110.0,0,Canceled,Meal Plan 1
5560,INN20218,"2,0",0,4,Meal Plan 1,0,Room_Type 1,118,2017,8,26,Online,0,0,0,118,58.9,1,Canceled,Meal Plan 1
5561,INN20220,"2,0",0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,30,140.0,0,Not_Canceled,Meal Plan 1
5562,INN20224,"3,0",2,4,Meal Plan 1,0,Room_Type 4,144,2018,8,17,Online,0,0,0,144,140.7,0,Canceled,Meal Plan 1
5563,INN20229,"2,0",2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,303,78.0,0,Canceled,Meal Plan 1
5564,INN20233,"2,0",0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,18,Online,0,0,0,0,200.0,0,Not_Canceled,Meal Plan 1
5565,INN20236,"2,0",0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,74,101.5,0,Not_Canceled,Meal Plan 2
5566,INN20237,"2,0",1,3,Meal Plan 1,0,Room_Type 1,147,2017,8,10,Online,0,0,0,147,55.96,0,Not_Canceled,Meal Plan 1
5567,INN20238,"1,0",0,1,Meal Plan 1,0,Room_Type 1,13,2018,11,29,Corporate,0,0,0,13,65.0,0,Not_Canceled,Meal Plan 1
5568,INN20244,"1,0",2,5,Meal Plan 1,0,Room_Type 1,0,2017,11,20,Corporate,0,0,0,0,95.67,1,Not_Canceled,Meal Plan 1
5569,INN20245,"2,0",0,3,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Offline,0,0,0,259,90.0,0,Canceled,Meal Plan 1
5570,INN20246,"1,0",0,2,Meal Plan 1,0,Room_Type 4,7,2018,3,2,Offline,0,0,0,7,56.0,0,Not_Canceled,Meal Plan 1
5571,INN20251,"2,0",1,1,Meal Plan 1,0,Room_Type 1,2,2018,6,13,Online,0,0,0,2,91.0,2,Not_Canceled,Meal Plan 1
5572,INN20255,"1,0",2,3,Meal Plan 1,0,Room_Type 1,25,2018,4,10,Online,0,0,0,25,104.2,1,Not_Canceled,Meal Plan 1
5573,INN20257,"2,0",0,2,Meal Plan 1,0,Room_Type 1,32,2018,3,17,Online,0,0,0,32,81.9,0,Not_Canceled,Meal Plan 1
5574,INN20264,"2,0",0,1,Meal Plan 1,0,Room_Type 1,45,2018,10,20,Online,0,0,0,45,107.1,2,Not_Canceled,Meal Plan 1
5575,INN20268,"2,2",0,2,Not Selected,0,Room_Type 6,2,2017,8,12,Online,0,0,0,2,153.0,1,Not_Canceled,Not Selected
5576,INN20270,"2,0",1,2,Meal Plan 1,0,Room_Type 4,147,2018,10,7,Online,0,0,0,147,132.3,0,Not_Canceled,Meal Plan 1
5577,INN20273,"1,0",0,1,Meal Plan 1,0,Room_Type 1,47,2017,12,16,Corporate,0,0,0,47,65.0,0,Not_Canceled,Meal Plan 1
5578,INN20280,"2,0",0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,37,105.0,0,Not_Canceled,Meal Plan 1
5579,INN20294,"3,0",0,3,Meal Plan 1,0,Room_Type 4,81,2018,9,8,Online,0,0,0,81,168.3,0,Canceled,Meal Plan 1
5580,INN20295,"3,0",1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,81,94.0,0,Not_Canceled,Meal Plan 1
5581,INN20303,"1,2",2,4,Meal Plan 1,0,Room_Type 1,30,2018,7,15,Online,0,0,0,30,146.1,2,Not_Canceled,Meal Plan 1
5582,INN20309,"1,0",1,0,Meal Plan 1,0,Room_Type 1,0,2017,12,21,Corporate,0,0,0,0,65.0,0,Not_Canceled,Meal Plan 1
5583,INN20310,"2,0",0,1,Meal Plan 1,0,Room_Type 1,85,2018,2,13,Online,0,0,0,85,87.0,0,Canceled,Meal Plan 1
