Booking_ID,adults,children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN19036,1,0,0,1,Plan 1,0,Type 1,1,2017,11,19,Corporate,0,0,0,65,0,Not_Canceled
INN19040,1,0,2,0,Plan 1,0,Type 1,10,2018,10,9,Offline,0,0,0,90,0,Not_Canceled
INN19043,2,0,1,2,Not Selected,0,Type 1,36,2018,10,31,Online,0,0,0,95,0,Canceled
INN19044,1,0,1,2,Plan 1,0,Type 4,253,2018,10,7,Online,0,0,0,140.4,1,Canceled
INN19051,2,0,0,4,Plan 2,0,Type 1,323,2018,5,17,Offline,0,0,0,112,1,Canceled
INN19055,1,0,0,1,Plan 1,0,Type 1,1,2018,9,6,Corporate,0,0,0,95,0,Not_Canceled
INN19061,2,0,1,3,Plan 1,0,Type 1,26,2017,9,17,Offline,0,0,0,76.5,0,Not_Canceled
INN19062,2,0,2,5,Plan 1,0,Type 1,82,2017,7,16,Online,0,0,0,76.5,0,Canceled
INN19063,2,2,0,4,Plan 1,0,Type 6,63,2018,4,13,Online,0,0,0,167.45,1,Not_Canceled
INN19066,2,0,2,0,Plan 1,0,Type 1,61,2017,10,4,Offline,0,0,0,91,0,Not_Canceled
INN19067,2,1,2,1,Plan 1,0,Type 1,60,2018,11,20,Online,0,0,0,109.8,0,Not_Canceled
INN19072,2,0,0,3,Not Selected,1,Type 1,35,2018,8,31,Online,0,0,0,108,0,Not_Canceled
INN19073,1,0,1,1,Plan 2,0,Type 1,7,2018,5,21,Offline,0,0,0,91,1,Not_Canceled
INN19077,3,0,1,3,Plan 1,0,Type 1,32,2018,3,31,Online,0,0,0,150.3,0,Canceled
INN19082,2,0,1,3,Not Selected,0,Type 1,49,2018,3,24,Offline,0,0,0,62.8,0,Not_Canceled
INN19083,3,0,1,2,Plan 1,0,Type 4,36,2018,3,11,Online,0,0,0,114.3,1,Canceled
INN19086,2,0,1,3,Plan 1,0,Type 4,290,2018,12,1,Online,0,0,0,86.7,0,Canceled
INN19089,2,0,2,2,Plan 1,0,Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,Not_Canceled
INN19093,2,0,0,2,Plan 1,1,Type 1,1,2018,4,21,Online,0,0,0,125,1,Not_Canceled
INN19094,1,0,0,2,Plan 1,0,Type 1,103,2018,4,19,Offline,0,0,0,115,0,Canceled
INN19100,1,0,0,3,Plan 1,0,Type 1,335,2018,10,13,Offline,0,0,0,80,0,Not_Canceled
INN19104,1,0,2,0,Not Selected,0,Type 1,52,2018,10,2,Online,0,0,0,108,1,Canceled
INN19107,2,0,0,3,Plan 1,0,Type 4,15,2017,10,7,Online,0,0,0,104.72,1,Not_Canceled
INN19109,1,0,0,1,Plan 1,0,Type 1,181,2018,10,11,Offline,0,0,0,250,1,Canceled
INN19124,2,0,1,3,Plan 1,0,Type 1,142,2018,11,21,Online,0,0,0,85,0,Canceled
INN19127,2,0,2,1,Not Selected,0,Type 1,53,2018,3,12,Online,0,0,0,67.5,1,Not_Canceled
INN19130,1,0,2,4,Plan 2,0,Type 1,327,2017,9,9,Online,0,0,0,0,0,Not_Canceled
INN19132,3,0,0,1,Plan 1,0,Type 4,88,2018,8,19,Online,0,0,0,150.3,1,Not_Canceled
INN19134,1,0,0,3,Plan 1,0,Type 4,74,2018,6,16,Online,0,0,0,109.28,1,Not_Canceled
INN19137,3,0,1,3,Plan 1,0,Type 4,153,2018,7,21,Online,0,0,0,134.3,2,Canceled
INN19138,3,0,0,3,Plan 1,0,Type 4,117,2018,7,14,Online,0,0,0,146.7,0,Canceled
INN19149,2,0,2,3,Plan 1,0,Type 1,15,2017,9,20,Online,0,0,0,124,2,Not_Canceled
INN19153,2,0,0,2,Plan 2,0,Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
INN19156,2,0,2,1,Plan 1,0,Type 1,252,2018,10,15,Online,0,0,0,106.3,0,Canceled
INN19159,2,0,0,1,Plan 1,0,Type 1,4,2018,9,27,Offline,0,0,0,75,2,Not_Canceled
INN19168,2,1,0,3,Plan 1,0,Type 1,99,2018,4,5,Online,0,0,0,90.63,0,Not_Canceled
INN19169,2,0,1,0,Plan 1,0,Type 1,0,2017,8,10,Online,0,0,0,115,1,Not_Canceled
INN19171,2,0,1,2,Plan 1,0,Type 1,64,2018,11,18,Offline,0,0,0,75,0,Not_Canceled
INN19172,2,0,1,1,Plan 2,0,Type 1,35,2018,10,15,Online,0,0,0,148.6,2,Not_Canceled
INN19174,3,0,2,1,Plan 1,0,Type 4,176,2018,8,6,Online,0,0,0,137.7,2,Canceled
INN19182,2,0,2,2,Not Selected,0,Type 1,19,2018,8,20,Online,0,0,0,139,0,Canceled
INN19183,1,0,0,2,Plan 1,0,Type 1,5,2018,2,24,Corporate,0,0,0,80,0,Not_Canceled
INN19184,2,0,2,0,Plan 2,0,Type 1,75,2018,10,30,Offline,0,0,0,105,0,Canceled
INN19185,2,0,0,1,Plan 1,0,Type 5,5,2018,10,26,Complementary,0,0,0,0,2,Not_Canceled
INN19194,2,0,2,2,Not Selected,0,Type 1,59,2018,7,3,Online,0,0,0,78.35,1,Not_Canceled
INN19199,1,0,0,1,Plan 1,0,Type 1,1,2018,2,13,Corporate,0,0,0,79,0,Not_Canceled
INN19200,2,0,4,7,Not Selected,0,Type 1,16,2018,12,10,Online,0,0,0,67.81,0,Not_Canceled
INN19208,2,0,0,2,Not Selected,0,Type 1,211,2018,11,18,Online,0,0,0,67.5,1,Canceled
INN19211,2,0,0,2,Plan 1,0,Type 1,22,2018,5,20,Offline,0,0,0,140,0,Not_Canceled
INN19213,2,1,1,3,Plan 1,0,Type 1,172,2018,8,1,Online,0,0,0,114.75,2,Canceled
INN19215,2,0,2,5,Plan 1,0,Type 1,95,2018,6,29,Offline,0,0,0,86.36,0,Not_Canceled
INN19241,2,0,0,3,Plan 1,0,Type 1,6,2018,3,10,Online,0,0,0,106.33,1,Not_Canceled
INN19243,1,0,1,2,Plan 1,0,Type 1,31,2018,9,16,Offline,0,0,0,70,0,Not_Canceled
INN19244,2,1,1,2,Plan 1,0,Type 1,103,2018,7,11,Online,0,0,0,108.34,1,Not_Canceled
INN19245,2,0,0,2,Not Selected,0,Type 1,39,2018,2,19,Online,0,0,0,75.8,1,Not_Canceled
INN19258,2,0,1,2,Plan 1,0,Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled
INN19259,2,0,0,1,Plan 1,0,Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
INN19263,2,0,1,2,Plan 1,0,Type 1,305,2018,11,4,Offline,0,0,0,89,0,Canceled
INN19266,2,0,2,1,Plan 2,0,Type 1,220,2018,9,17,Offline,0,0,0,172,0,Canceled
INN19267,2,0,2,3,Plan 1,0,Type 4,24,2018,9,25,Online,0,0,0,94.86,1,Not_Canceled
INN19272,2,0,1,2,Plan 1,0,Type 1,101,2018,10,24,Online,0,0,0,100.2,4,Not_Canceled
INN19276,2,0,0,2,Not Selected,0,Type 1,30,2018,5,11,Online,0,0,0,116.1,1,Not_Canceled
INN19281,2,0,2,2,Plan 1,0,Type 1,47,2018,1,31,Online,0,0,0,58.94,2,Not_Canceled
INN19282,2,0,2,3,Plan 1,0,Type 4,153,2018,9,24,Online,0,0,0,143.1,0,Canceled
INN19284,1,0,0,2,Plan 1,0,Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN19289,2,0,0,4,Plan 1,0,Type 2,233,2018,8,17,Online,0,0,0,81.81,1,Canceled
INN19290,1,0,0,3,Plan 1,0,Type 1,66,2018,11,3,Online,0,0,0,93.6,3,Not_Canceled
INN19302,1,0,0,3,Plan 1,0,Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled
INN19303,2,0,0,3,Plan 1,0,Type 1,105,2018,10,12,Offline,0,0,0,75,0,Canceled
INN19314,2,0,3,6,Plan 1,0,Type 1,87,2018,7,11,Offline,0,0,0,72.25,0,Not_Canceled
INN19316,2,0,2,2,Plan 2,0,Type 4,110,2018,7,3,Offline,0,0,0,118.06,0,Not_Canceled
INN19319,2,1,0,2,Plan 1,0,Type 1,31,2018,8,3,Online,0,0,0,152.1,1,Canceled
INN19330,2,0,2,2,Plan 2,0,Type 1,169,2018,4,22,Offline,0,0,0,106,0,Canceled
INN19335,2,1,0,2,Not Selected,0,Type 1,0,2017,8,7,Online,0,0,0,81,2,Not_Canceled
INN19337,2,0,0,3,Plan 1,0,Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled
INN19346,2,0,0,2,Plan 1,0,Type 1,79,2017,11,13,Offline,0,0,0,75,0,Not_Canceled
INN19351,3,0,0,4,Not Selected,0,Type 1,92,2018,3,30,Online,0,0,0,78.54,1,Not_Canceled
INN19357,3,1,2,2,Plan 1,0,Type 5,70,2018,4,8,Offline,0,0,0,173.35,0,Not_Canceled
INN19358,2,0,1,2,Plan 1,0,Type 1,280,2018,9,19,Offline,0,0,0,110,0,Canceled
INN19359,2,0,2,0,Plan 1,0,Type 1,119,2018,6,26,Online,0,0,0,96.3,1,Not_Canceled
INN19364,2,1,0,2,Plan 1,0,Type 1,84,2018,7,15,Online,0,0,0,121.5,2,Not_Canceled
INN19367,2,0,0,3,Plan 1,0,Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
INN19369,2,1,0,1,Plan 1,0,Type 1,0,2018,6,22,Online,0,0,0,159,2,Not_Canceled
INN19370,2,1,0,3,Plan 1,0,Type 1,123,2018,8,11,Online,0,0,0,139.5,2,Canceled
INN19377,2,0,1,0,Plan 1,0,Type 1,10,2018,6,26,Online,0,0,0,100,0,Canceled
INN19380,1,0,0,1,Plan 1,0,Type 1,2,2018,1,14,Corporate,0,0,0,66,0,Not_Canceled
INN19385,2,0,0,3,Plan 1,0,Type 1,71,2018,8,9,Offline,0,0,0,72.25,1,Not_Canceled
INN19387,2,0,0,1,Plan 1,0,Type 1,88,2018,4,30,Online,0,0,0,126.9,1,Not_Canceled
INN19389,2,0,0,4,Plan 1,0,Type 1,92,2017,10,7,Offline,0,0,0,70,0,Not_Canceled
INN19390,2,0,0,2,Not Selected,0,Type 1,96,2018,11,2,Online,0,0,0,79.2,3,Not_Canceled
INN19393,2,0,1,2,Plan 1,0,Type 4,21,2018,6,3,Online,0,0,0,109.23,1,Not_Canceled
INN19397,2,0,2,1,Plan 1,0,Type 1,221,2017,10,10,Offline,0,0,0,65,0,Not_Canceled
INN19399,1,0,2,3,Plan 1,0,Type 1,75,2018,10,30,Online,0,0,0,84.96,2,Not_Canceled
INN19405,2,0,0,1,Plan 1,0,Type 1,80,2018,6,23,Online,0,0,0,96.3,1,Not_Canceled
INN19407,1,0,0,2,Plan 1,0,Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN19408,2,0,1,1,Plan 1,0,Type 1,61,2018,7,23,Online,0,0,0,105.3,0,Canceled
INN19416,2,0,0,3,Plan 2,0,Type 1,88,2018,5,3,Offline,0,0,0,117,1,Not_Canceled
INN19419,1,0,0,2,Plan 2,0,Type 1,74,2017,9,18,Offline,0,0,0,80,0,Not_Canceled
INN19421,1,0,0,1,Plan 1,0,Type 1,4,2018,5,11,Online,0,0,0,137,1,Not_Canceled
INN19422,1,0,0,2,Plan 1,0,Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN19425,2,0,0,1,Plan 1,0,Type 1,105,2018,4,6,Offline,0,0,0,75,0,Canceled
INN19426,1,0,3,6,Plan 1,0,Type 1,2,2017,12,5,Corporate,0,0,0,91.67,0,Not_Canceled
INN19427,2,0,2,3,Plan 1,0,Type 1,35,2018,3,3,Online,0,0,0,83.9,1,Not_Canceled
INN19429,1,0,0,2,Plan 1,0,Type 4,8,2018,5,10,Online,0,0,0,108.57,1,Canceled
INN19432,2,0,1,5,Plan 1,0,Type 4,129,2018,10,10,Online,0,0,0,132.3,0,Canceled
INN19437,1,0,2,4,Plan 1,0,Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN19439,2,0,2,2,Plan 1,0,Type 1,23,2018,3,26,Online,0,0,0,136,0,Canceled
INN19441,2,0,0,3,Plan 1,0,Type 1,78,2018,10,18,Offline,0,0,0,80.75,0,Not_Canceled
INN19447,2,0,1,5,Plan 1,0,Type 4,35,2018,6,27,Online,0,0,0,128.4,0,Canceled
INN19449,2,0,0,1,Not Selected,0,Type 1,7,2017,10,22,Online,0,0,0,114,1,Not_Canceled
INN19453,2,0,2,5,Plan 1,0,Type 4,195,2018,8,17,Online,0,0,0,112.2,2,Canceled
INN19454,2,0,0,1,Not Selected,0,Type 1,103,2018,6,15,Online,0,0,0,116.1,0,Canceled
INN19456,2,0,0,2,Plan 1,0,Type 1,29,2018,10,5,Online,0,0,0,152,2,Not_Canceled
INN19464,2,0,0,5,Plan 1,0,Type 4,29,2017,10,20,Offline,0,0,0,78.6,1,Not_Canceled
INN19465,1,0,0,1,Plan 1,0,Type 1,0,2018,2,25,Complementary,0,0,0,0,1,Not_Canceled
INN19466,2,0,2,1,Plan 1,0,Type 1,30,2018,9,25,Online,0,0,0,117,2,Not_Canceled
INN19469,3,0,0,4,Plan 1,0,Type 4,72,2018,12,20,Online,0,0,0,119,2,Not_Canceled
INN19473,1,0,0,1,Plan 1,0,Type 1,8,2018,4,5,Online,0,0,0,95,1,Not_Canceled
INN19477,2,0,1,2,Plan 1,0,Type 1,273,2018,10,21,Online,0,0,0,76.46,1,Not_Canceled
INN19482,1,0,1,2,Plan 1,0,Type 1,28,2017,10,19,Offline,0,0,0,77,0,Not_Canceled
INN19488,2,1,1,2,Plan 1,0,Type 1,11,2018,7,25,Online,0,0,0,129.75,1,Not_Canceled
INN19490,2,0,0,1,Plan 1,0,Type 1,0,2018,2,16,Online,0,0,0,79,0,Not_Canceled
INN19492,2,0,0,3,Plan 1,0,Type 4,141,2018,6,30,Online,0,0,0,109.8,1,Canceled
INN19495,2,0,2,1,Plan 1,0,Type 1,9,2018,10,2,Offline,0,0,0,85,1,Not_Canceled
INN19498,2,0,0,2,Plan 1,0,Type 1,245,2018,6,17,Offline,0,0,0,75,0,Canceled
INN19499,2,0,1,2,Plan 1,0,Type 1,4,2018,4,15,Online,0,0,0,93.17,1,Not_Canceled
INN19502,2,0,0,2,Plan 1,0,Type 1,5,2018,10,7,Online,0,0,0,190,2,Not_Canceled
INN19503,2,2,2,5,Plan 1,0,Type 6,36,2018,9,24,Online,0,0,0,177.77,1,Not_Canceled
INN19504,3,0,1,4,Plan 1,0,Type 4,71,2018,6,1,Offline,0,0,0,115.6,0,Canceled
INN19514,2,0,2,2,Plan 1,0,Type 1,56,2017,9,25,Offline,0,0,0,185,0,Not_Canceled
INN19517,1,0,0,3,Plan 2,0,Type 1,2,2017,10,13,Offline,0,0,0,91,0,Not_Canceled
INN19518,2,0,0,3,Not Selected,0,Type 1,208,2018,8,30,Online,0,0,0,85.5,0,Canceled
INN19520,2,0,2,3,Plan 1,0,Type 4,147,2018,9,18,Online,0,0,0,143.1,2,Not_Canceled
INN19523,2,0,1,2,Plan 2,0,Type 1,105,2017,10,12,Offline,0,0,0,110,0,Canceled
INN19525,2,0,2,6,Plan 1,0,Type 2,184,2017,10,17,Online,0,0,0,65.29,1,Not_Canceled
INN19546,2,0,1,2,Plan 1,0,Type 1,10,2018,10,3,Offline,0,0,0,105,0,Canceled
INN19551,2,0,2,3,Plan 1,0,Type 1,276,2018,5,13,Offline,0,0,0,61,0,Canceled
INN19552,1,0,2,2,Plan 1,0,Type 1,163,2018,6,5,Offline,0,0,0,100,0,Canceled
INN19553,2,1,0,1,Plan 1,0,Type 1,5,2018,3,29,Online,0,0,0,119,0,Not_Canceled
INN19560,2,2,2,1,Plan 1,1,Type 6,54,2018,3,20,Online,0,0,0,180,1,Not_Canceled
INN19562,2,0,2,1,Plan 1,0,Type 1,170,2018,4,23,Offline,0,0,0,70,1,Not_Canceled
INN19564,2,0,1,3,Plan 1,0,Type 1,157,2017,7,6,Online,0,0,0,76.5,1,Canceled
INN19565,1,0,2,1,Plan 1,0,Type 1,44,2018,4,23,Offline,0,0,0,85,0,Not_Canceled
INN19567,2,0,0,1,Plan 1,0,Type 1,0,2018,3,22,Complementary,0,0,0,0,1,Not_Canceled
INN19574,2,2,0,1,Plan 1,0,Type 6,85,2018,6,30,Online,0,0,0,186.3,0,Canceled
INN19575,1,0,0,1,Plan 1,0,Type 1,15,2018,10,13,Corporate,0,0,0,65,0,Not_Canceled
INN19576,2,0,0,2,Plan 2,0,Type 1,256,2018,6,15,Offline,0,0,0,115,1,Canceled
INN19577,2,0,0,3,Plan 1,1,Type 1,37,2018,2,11,Online,0,0,0,89.3,0,Not_Canceled
INN19580,3,0,1,4,Plan 1,0,Type 1,92,2018,11,23,Offline,0,0,0,92.65,0,Not_Canceled
INN19581,2,0,2,2,Plan 1,0,Type 4,221,2018,8,12,Online,0,0,0,72.75,1,Not_Canceled
INN19584,1,0,2,2,Plan 1,0,Type 4,8,2018,10,28,Aviation,0,0,0,94,0,Not_Canceled
INN19594,1,0,0,1,Plan 1,0,Type 4,0,2018,9,27,Corporate,1,0,3,110,1,Not_Canceled
INN19595,2,0,0,4,Plan 1,0,Type 1,209,2018,8,16,Online,0,0,0,90.95,1,Canceled
INN19603,1,0,1,0,Plan 1,0,Type 1,6,2018,9,12,Online,0,0,0,106.4,0,Not_Canceled
INN19612,1,0,2,4,Plan 1,0,Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN19625,1,0,0,1,Plan 1,0,Type 1,6,2018,6,14,Online,0,0,0,85.5,0,Canceled
INN19626,2,0,1,2,Plan 1,0,Type 4,14,2017,10,5,Offline,0,0,0,75,0,Not_Canceled
INN19628,2,0,2,2,Plan 1,0,Type 1,18,2017,10,2,Online,0,0,0,111.75,0,Not_Canceled
INN19629,2,0,0,3,Not Selected,0,Type 1,69,2018,4,26,Online,0,0,0,94.5,0,Canceled
INN19635,2,0,0,3,Plan 1,0,Type 1,1,2017,9,9,Online,0,0,0,152,2,Not_Canceled
INN19642,2,0,0,1,Not Selected,0,Type 1,0,2018,12,23,Online,1,0,6,80,0,Not_Canceled
INN19644,2,0,1,1,Plan 1,0,Type 1,113,2018,6,4,Offline,0,0,0,75,0,Not_Canceled
INN19645,2,0,2,5,Plan 2,0,Type 1,277,2018,9,5,Offline,0,0,0,89.14,1,Not_Canceled
INN19646,2,0,2,1,Plan 1,0,Type 1,252,2018,10,15,Online,0,0,0,106.3,0,Canceled
INN19654,3,0,0,1,Plan 1,0,Type 4,50,2018,10,18,Online,0,0,0,158.4,1,Not_Canceled
INN19659,2,0,1,2,Plan 1,0,Type 1,228,2018,5,6,Online,0,0,0,72.22,0,Canceled
INN19660,2,0,1,1,Plan 1,0,Type 1,3,2018,1,9,Online,0,0,0,78.3,1,Not_Canceled
INN19665,2,1,1,0,Plan 1,0,Type 1,1,2018,3,28,Online,0,0,0,101,0,Not_Canceled
INN19667,2,0,1,0,Plan 1,0,Type 1,13,2018,3,20,Offline,0,0,0,85,1,Not_Canceled
INN19673,2,1,1,2,Plan 1,0,Type 1,68,2018,4,11,Offline,0,0,0,90,2,Not_Canceled
INN19677,2,0,0,1,Plan 1,0,Type 1,180,2017,10,16,Offline,0,0,0,70,0,Canceled
INN19679,2,0,2,2,Plan 1,0,Type 1,47,2018,3,20,Offline,0,0,0,85,0,Canceled
INN19680,1,0,0,2,Plan 1,0,Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN19693,2,0,0,1,Plan 1,0,Type 4,13,2018,1,16,Online,0,0,0,97,1,Not_Canceled
INN19695,2,0,2,0,Plan 1,0,Type 1,223,2017,10,4,Online,0,0,0,89.25,2,Not_Canceled
INN19702,2,0,1,1,Plan 1,0,Type 1,159,2018,4,9,Offline,0,0,0,70,1,Not_Canceled
INN19703,2,0,0,4,Plan 1,0,Type 4,77,2018,7,26,Online,0,0,0,118.8,1,Not_Canceled
INN19707,2,0,0,4,Plan 2,0,Type 1,100,2018,9,28,Offline,0,0,0,140,1,Not_Canceled
INN19714,2,0,0,3,Plan 2,0,Type 1,88,2018,5,3,Offline,0,0,0,117,1,Not_Canceled
INN19716,1,0,1,0,Plan 1,0,Type 1,0,2018,11,28,Corporate,0,0,0,84,0,Not_Canceled
INN19717,2,0,0,3,Plan 1,0,Type 1,3,2018,3,2,Online,0,0,0,79.77,1,Not_Canceled
INN19718,2,0,2,2,Plan 1,0,Type 1,16,2018,12,3,Online,0,0,0,89.89,1,Not_Canceled
INN19721,2,0,0,1,Plan 1,0,Type 1,31,2018,5,21,Offline,0,0,0,78,3,Not_Canceled
INN19723,2,0,2,0,Plan 1,0,Type 1,146,2018,4,24,Offline,0,0,0,95,0,Canceled
INN19725,2,0,0,2,Plan 1,0,Type 1,139,2018,8,26,Online,0,0,0,96.3,0,Canceled
INN19727,2,0,0,4,Not Selected,0,Type 1,178,2018,8,10,Online,0,0,0,89.25,0,Canceled
INN19730,2,0,1,1,Plan 1,0,Type 1,97,2018,5,16,Offline,0,0,0,80.75,0,Not_Canceled
INN19733,2,0,2,2,Plan 1,0,Type 1,76,2018,3,18,Online,0,0,0,82.45,0,Not_Canceled
INN19739,3,0,0,1,Plan 1,0,Type 4,6,2018,4,15,Online,0,0,0,167,1,Not_Canceled
INN19747,2,0,1,1,Plan 1,0,Type 1,25,2018,1,9,Offline,0,0,0,70,0,Not_Canceled
INN19748,1,0,1,1,Plan 2,0,Type 1,88,2017,10,5,Offline,0,0,0,90.6,0,Not_Canceled
INN19750,2,0,1,4,Plan 1,0,Type 1,148,2018,8,22,Online,0,0,0,96.3,0,Canceled
INN19758,2,0,1,1,Plan 1,0,Type 4,14,2017,10,26,Online,0,0,0,136,2,Not_Canceled
INN19759,2,0,0,2,Plan 2,0,Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled
INN19760,2,0,0,3,Plan 1,0,Type 1,19,2017,10,6,Offline,1,1,0,90,0,Not_Canceled
INN19761,2,0,0,3,Plan 1,0,Type 1,104,2017,12,3,Offline,0,0,0,75,0,Not_Canceled
INN19771,2,0,2,5,Plan 1,0,Type 4,166,2018,6,16,Online,0,0,0,117.18,0,Canceled
INN19774,2,0,2,0,Plan 1,0,Type 1,36,2018,6,26,Online,0,0,0,94.35,0,Canceled
INN19778,2,0,2,0,Plan 1,0,Type 1,30,2017,9,13,Online,0,0,0,94.5,1,Not_Canceled
INN19779,1,0,1,1,Not Selected,0,Type 1,3,2018,12,5,Online,0,0,0,88,0,Not_Canceled
INN19780,3,0,0,3,Plan 1,0,Type 4,8,2018,2,10,Online,1,11,22,92.67,2,Not_Canceled
INN19781,1,0,0,2,Plan 1,0,Type 1,33,2017,9,15,Online,0,0,0,85.5,2,Not_Canceled
INN19782,2,0,2,3,Not Selected,0,Type 1,105,2018,6,26,Online,0,0,0,90.95,0,Not_Canceled
INN19783,2,0,1,0,Not Selected,0,Type 1,1,2018,6,27,Online,0,0,0,127,1,Not_Canceled
INN19791,2,0,0,2,Plan 1,0,Type 1,211,2018,5,20,Offline,0,0,0,100,0,Canceled
INN19792,1,0,1,1,Plan 1,0,Type 1,26,2017,9,5,Online,0,0,0,95,2,Not_Canceled
INN19794,1,0,2,1,Plan 1,0,Type 1,66,2018,4,2,Online,0,0,0,89.1,0,Canceled
INN19795,2,0,2,1,Plan 1,0,Type 4,177,2018,10,29,Online,0,0,0,104.4,2,Canceled
INN19798,2,0,0,3,Plan 1,0,Type 5,1,2018,5,5,Offline,0,0,0,119,0,Not_Canceled
INN19807,1,0,0,2,Plan 1,0,Type 1,37,2017,9,16,Online,0,0,0,85.5,0,Not_Canceled
INN19812,2,0,2,6,Not Selected,0,Type 1,69,2018,9,1,Online,0,0,0,123.98,0,Canceled
INN19817,2,0,1,2,Not Selected,0,Type 1,40,2018,11,18,Online,0,0,0,67.76,1,Not_Canceled
INN19820,2,0,2,1,Plan 2,0,Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled
INN19821,2,0,1,2,Plan 1,0,Type 1,169,2018,8,12,Online,0,0,0,105.3,1,Canceled
INN19831,2,1,1,3,Plan 1,0,Type 1,4,2018,11,17,Online,0,0,0,109.23,3,Not_Canceled
INN19836,2,0,0,3,Plan 1,0,Type 1,42,2018,9,28,Offline,0,0,0,95,0,Not_Canceled
INN19839,2,0,2,5,Plan 1,0,Type 4,181,2018,8,4,Online,0,0,0,112.2,1,Canceled
INN19842,2,2,2,5,Plan 1,0,Type 6,77,2018,3,22,Online,0,0,0,111.72,1,Not_Canceled
INN19847,2,1,2,1,Not Selected,0,Type 1,45,2018,7,2,Online,0,0,0,124.6,1,Canceled
INN19850,2,0,0,2,Not Selected,0,Type 1,11,2018,5,31,Online,0,0,0,119,1,Canceled
INN19851,2,0,1,3,Plan 1,0,Type 4,29,2018,11,14,Online,0,0,0,96.9,0,Not_Canceled
INN19853,2,0,1,3,Plan 1,0,Type 1,130,2018,5,12,Online,0,0,0,104.55,0,Canceled
INN19856,2,0,2,1,Not Selected,0,Type 1,17,2018,3,5,Online,0,0,0,84.33,2,Not_Canceled
INN19861,2,1,2,2,Plan 1,0,Type 1,131,2018,7,10,Online,0,0,0,136.5,2,Not_Canceled
INN19862,2,0,1,2,Plan 1,0,Type 1,418,2018,9,26,Offline,0,0,0,75,0,Canceled
INN19864,2,0,0,2,Plan 2,0,Type 1,265,2018,6,24,Offline,0,0,0,115,1,Canceled
INN19866,3,0,2,3,Plan 1,0,Type 4,14,2018,5,8,Online,0,0,0,159,0,Canceled
INN19868,2,0,0,1,Plan 1,0,Type 2,66,2018,8,4,Online,0,0,0,127.38,1,Not_Canceled
INN19872,2,0,1,2,Not Selected,0,Type 1,11,2018,11,14,Online,0,0,0,65.1,1,Not_Canceled
INN19874,2,0,0,1,Not Selected,0,Type 1,38,2018,7,2,Online,0,0,0,107.1,1,Not_Canceled
INN19879,2,0,2,3,Plan 1,0,Type 1,84,2018,4,14,Online,0,0,0,90.95,0,Not_Canceled
INN19880,1,0,0,1,Plan 1,0,Type 1,6,2018,12,8,Corporate,1,5,55,67,2,Not_Canceled
INN19881,3,0,1,4,Plan 1,0,Type 4,200,2018,10,3,Offline,0,0,0,115.6,4,Not_Canceled
INN19884,2,0,2,1,Not Selected,0,Type 1,97,2018,10,30,Online,0,0,0,79.8,1,Canceled
INN19887,1,0,1,0,Not Selected,0,Type 1,0,2018,5,16,Online,0,0,0,65.14,0,Not_Canceled
INN19888,2,0,0,3,Plan 1,0,Type 1,72,2018,8,16,Online,0,0,0,135.9,0,Canceled
INN19895,1,0,2,3,Not Selected,0,Type 1,12,2018,1,16,Online,0,0,0,47.92,0,Not_Canceled
INN19896,2,0,1,3,Plan 1,0,Type 1,170,2018,7,18,Online,0,0,0,95.2,1,Canceled
INN19898,2,0,2,2,Plan 1,0,Type 4,57,2018,9,4,Online,0,0,0,117.45,2,Not_Canceled
INN19904,2,0,0,3,Plan 1,0,Type 6,40,2018,9,20,Online,0,0,0,207.9,2,Not_Canceled
INN19908,1,0,1,2,Plan 1,0,Type 1,41,2018,2,19,Online,0,0,0,76.9,0,Not_Canceled
INN19912,2,2,2,1,Plan 1,0,Type 6,98,2018,10,30,Online,0,0,0,156.6,1,Not_Canceled
INN19915,2,0,1,2,Plan 1,0,Type 4,19,2018,8,26,Online,0,0,0,162,2,Not_Canceled
INN19919,1,0,0,1,Plan 1,0,Type 1,2,2018,10,13,Offline,0,0,0,109.65,0,Not_Canceled
INN19920,1,0,2,1,Plan 1,0,Type 1,81,2018,4,3,Online,0,0,0,76.5,1,Not_Canceled
